term,ngram_size,is_phrase,count_real,count_dubious,total_count,in_real,in_dubious,max_real,mean_real,stdev_real,max_dubious,mean_dubious,stdev_dubious,relevance_score
guam,1,False,109,24,133,True,True,9,1.5797,1.2787,5,1.6,1.0832,0.6390977443609023
guantanamo,1,False,210,109,319,True,True,8,2.0388,1.461,32,2.4222,4.597,0.3166144200626959
guarantee,1,False,1136,357,1493,True,True,5,1.1486,0.4729,3,1.1333,0.3669,0.521768251841929
guard,1,False,2000,569,2569,True,True,18,1.5748,1.4511,10,1.4703,1.1729,0.5570260801868431
guardian,1,False,261,307,568,True,True,5,1.2609,0.6517,14,1.5274,1.3496,0.08098591549295775
guatemala,1,False,219,51,270,True,True,6,1.7805,1.4344,5,1.4167,0.862,0.6222222222222222
gubernatorial,1,False,129,38,167,True,True,3,1.1416,0.4179,2,1.0556,0.2291,0.5449101796407185
guccifer,1,False,46,72,118,True,True,4,1.84,1.0461,9,2.7692,2.4228,0.22033898305084745
guerrilla,1,False,317,35,352,True,True,7,1.3965,0.8404,4,1.2963,0.7105,0.8011363636363636
guess,1,False,387,531,918,True,True,5,1.1416,0.5243,5,1.0994,0.3786,0.1568627450980392
guest,1,False,613,474,1087,True,True,19,1.5638,1.5911,8,1.3699,0.8579,0.12787488500459981
guidance,1,False,503,120,623,True,True,8,1.3857,0.9959,13,1.4286,1.5141,0.6147672552166934
guide,1,False,653,336,989,True,True,5,1.1703,0.5435,6,1.2679,0.7818,0.320525783619818
guideline,1,False,462,178,640,True,True,15,1.4483,1.263,11,1.3284,1.1511,0.44375
guillier,1,False,142,0,142,True,False,12,4.5806,3.2206,0,0.0,0.0,1.0
guilt,1,False,109,162,271,True,True,7,1.172,0.6975,5,1.2857,0.7111,0.19557195571955718
guilty,1,False,1137,651,1788,True,True,8,1.3488,0.7835,7,1.4245,0.892,0.27181208053691275
guinea,1,False,238,33,271,True,True,9,2.1835,1.7356,4,1.2692,0.6538,0.7564575645756457
guise,1,False,48,96,144,True,True,1,1.0,0.0,2,1.0787,0.2692,0.3333333333333333
gulen,1,False,564,6,570,True,True,11,3.1864,1.7769,3,2.0,0.8165,0.9789473684210527
gulf,1,False,1056,210,1266,True,True,15,1.6073,1.4232,9,1.4189,1.0463,0.6682464454976303
gum,1,False,80,25,105,True,True,37,2.8571,6.7544,7,1.5625,1.4987,0.5238095238095238
gun,1,False,3320,3424,6744,True,True,44,2.6992,4.0335,49,3.286,3.9557,0.01542111506524318
gunfire,1,False,202,70,272,True,True,8,1.2785,0.7785,4,1.4,0.7746,0.4852941176470588
gunman,1,False,741,158,899,True,True,13,1.5342,1.2396,7,1.4364,0.8998,0.6484983314794216
gunshot,1,False,145,122,267,True,True,4,1.2083,0.4812,9,1.9365,2.0383,0.08614232209737828
guo,1,False,194,1,195,True,True,35,6.9286,7.5542,1,1.0,0.0,0.9897435897435898
gupta,1,False,138,28,166,True,True,8,2.339,1.4913,9,2.5455,2.2709,0.6626506024096386
gut,1,False,184,174,358,True,True,2,1.0222,0.1474,19,1.2701,1.6233,0.027932960893854747
guterre,1,False,335,5,340,True,True,7,1.7819,1.2118,2,1.25,0.433,0.9705882352941176
gutierrez,1,False,113,59,172,True,True,13,3.0541,2.9312,6,1.9667,1.4488,0.313953488372093
gutte,1,False,72,47,119,True,True,3,1.0435,0.2657,2,1.0682,0.2521,0.21008403361344538
guy,1,False,1424,1936,3360,True,True,33,1.3839,1.3076,18,1.4246,1.059,0.1523809523809524
gym,1,False,95,49,144,True,True,10,1.3971,1.341,5,1.2895,0.7577,0.3194444444444444
ha,1,False,47,251,298,True,True,5,1.175,0.7031,13,2.5612,2.1809,0.6845637583892618
habit,1,False,195,155,350,True,True,5,1.1017,0.3989,4,1.2016,0.6273,0.11428571428571428
habitat,1,False,83,32,115,True,True,7,2.1282,1.6042,7,1.6842,1.6875,0.4434782608695652
hack,1,False,1474,1084,2558,True,True,13,1.8849,1.6102,29,1.828,2.3042,0.1524628616106333
hacker,1,False,549,334,883,True,True,14,1.7596,1.5306,11,1.7487,1.3689,0.2434881087202718
hacking,1,False,415,140,555,True,True,6,1.402,0.8722,5,1.3861,0.808,0.4954954954954955
hadi,1,False,164,41,205,True,True,6,1.5922,1.0833,8,3.7273,2.9261,0.6
hadn,1,False,18,118,136,True,True,1,1.0,0.0,2,1.0351,0.184,0.7352941176470589
haftar,1,False,192,0,192,True,False,12,3.9184,3.4925,0,0.0,0.0,1.0
hague,1,False,116,22,138,True,True,3,1.234,0.5142,1,1.0,0.0,0.6811594202898551
haider,1,False,233,14,247,True,True,2,1.0175,0.131,1,1.0,0.0,0.8866396761133604
hail,1,False,472,105,577,True,True,3,1.0851,0.3175,3,1.0938,0.3558,0.6360485268630849
hair,1,False,392,272,664,True,True,9,1.311,0.9609,7,1.4021,0.9965,0.18072289156626506
haiti,1,False,225,162,387,True,True,43,3.0,5.3066,15,2.4545,3.3402,0.16279069767441862
haitian,1,False,157,92,249,True,True,16,4.7576,4.9423,17,2.875,3.7646,0.26104417670682734
haley,1,False,1047,86,1133,True,True,26,2.7054,3.1828,8,2.6061,2.0735,0.8481906443071492
half,1,False,3109,1382,4491,True,True,8,1.1826,0.5511,11,1.2844,0.7461,0.3845468715208194
halfway,1,False,85,37,122,True,True,2,1.0366,0.1877,1,1.0,0.0,0.39344262295081966
hall,1,False,1097,493,1590,True,True,20,1.4588,1.2979,9,1.4207,1.1113,0.379874213836478
hallmark,1,False,124,36,160,True,True,2,1.0598,0.2372,2,1.0286,0.1666,0.55
halloween,1,False,46,221,267,True,True,4,1.5333,0.9568,14,2.1667,2.21,0.6554307116104869
hallway,1,False,82,46,128,True,True,3,1.0513,0.2726,3,1.3143,0.5222,0.28125
halt,1,False,1293,235,1528,True,True,8,1.1493,0.4834,5,1.1809,0.4885,0.6924083769633508
ham,1,False,60,64,124,True,True,7,1.6667,1.5092,15,2.1333,3.0302,0.03225806451612903
hama,1,False,114,26,140,True,True,5,1.425,0.771,5,1.2381,0.8677,0.6285714285714286
hamas,1,False,521,91,612,True,True,21,4.1349,3.8117,9,1.8958,1.5171,0.7026143790849673
hamburg,1,False,110,32,142,True,True,3,1.236,0.5613,4,1.5238,0.8518,0.5492957746478874
hamilton,1,False,265,130,395,True,True,46,2.5,5.0605,7,2.2414,1.8129,0.34177215189873417
hamm,1,False,109,6,115,True,True,19,2.9459,3.6164,1,1.0,0.0,0.8956521739130435
hammer,1,False,329,213,542,True,True,3,1.0613,0.2654,7,1.0979,0.5331,0.2140221402214022
hammond,1,False,179,138,317,True,True,11,2.4521,2.2271,21,3.2857,4.5002,0.12933753943217666
hamper,1,False,204,23,227,True,True,2,1.02,0.14,1,1.0,0.0,0.7973568281938326
hampshire,1,False,1209,314,1523,True,True,40,2.1063,2.7032,20,1.4952,1.9451,0.587655942219304
han,1,False,112,68,180,True,True,6,1.2874,0.7567,11,1.5814,1.5882,0.24444444444444444
hand,1,False,4541,3077,7618,True,True,18,1.2734,0.7678,11,1.3537,0.8214,0.19217642425833553
handcuff,1,False,97,68,165,True,True,3,1.1687,0.4054,5,1.2143,0.6468,0.17575757575757575
handed,1,False,75,64,139,True,True,2,1.0563,0.2306,1,1.0,0.0,0.07913669064748201
handel,1,False,50,57,107,True,True,8,3.125,2.3684,14,3.1667,3.2189,0.06542056074766354
handful,1,False,620,175,795,True,True,3,1.0616,0.261,4,1.0802,0.3329,0.559748427672956
handgun,1,False,145,112,257,True,True,9,1.3942,1.1043,4,1.4,0.7176,0.12840466926070038
handle,1,False,1344,632,1976,True,True,7,1.1646,0.5002,6,1.1704,0.517,0.3603238866396761
handler,1,False,59,71,130,True,True,10,1.8438,1.839,8,1.6905,1.6255,0.09230769230769231
handling,1,False,636,156,792,True,True,8,1.1844,0.6205,8,1.1729,0.7995,0.6060606060606061
handout,1,False,66,47,113,True,True,4,1.32,0.6765,3,1.093,0.4212,0.168141592920354
hang,1,False,584,449,1033,True,True,5,1.1657,0.492,4,1.1483,0.4835,0.13068731848983542
hannity,1,False,132,679,811,True,True,7,1.8082,1.4773,22,3.858,4.5085,0.6744759556103576
happen,1,False,4847,4598,9445,True,True,9,1.3453,0.798,17,1.4592,1.0869,0.026363155108523027
happily,1,False,59,67,126,True,True,2,1.0351,0.184,3,1.0806,0.3262,0.06349206349206349
happiness,1,False,77,75,152,True,True,3,1.2222,0.5476,11,1.4706,1.7304,0.013157894736842105
happy,1,False,956,741,1697,True,True,6,1.1574,0.4964,9,1.1614,0.5228,0.126694166175604
haqqani,1,False,157,4,161,True,True,10,2.4531,1.7494,2,2.0,0.0,0.9503105590062112
haram,1,False,272,34,306,True,True,21,2.566,2.9461,20,2.4286,4.8802,0.7777777777777778
harare,1,False,181,1,182,True,True,6,1.6306,1.2075,1,1.0,0.0,0.989010989010989
harass,1,False,178,243,421,True,True,8,1.141,0.6248,4,1.1854,0.4683,0.1543942992874109
harassment,1,False,664,372,1036,True,True,14,1.8444,1.7251,25,1.7064,2.0823,0.28185328185328185
harbor,1,False,402,117,519,True,True,20,1.2843,1.2861,6,1.1584,0.6251,0.5491329479768786
hard,1,False,4753,2363,7116,True,True,15,1.2528,0.6356,9,1.278,0.6769,0.3358628442945475
harden,1,False,129,27,156,True,True,2,1.0488,0.2154,2,1.08,0.2713,0.6538461538461539
hardline,1,False,391,28,419,True,True,5,1.1301,0.4339,2,1.037,0.1889,0.8663484486873508
hardliner,1,False,158,16,174,True,True,7,1.2344,0.8614,2,1.0667,0.2494,0.8160919540229885
hardly,1,False,295,249,544,True,True,3,1.0461,0.226,2,1.0921,0.2892,0.08455882352941177
hardship,1,False,131,60,191,True,True,5,1.0917,0.4471,3,1.1538,0.4107,0.3717277486910995
hardware,1,False,113,40,153,True,True,4,1.13,0.4394,5,1.2903,0.887,0.477124183006536
hariri,1,False,1325,13,1338,True,True,33,5.6144,6.2822,9,4.3333,3.3993,0.9805680119581465
harlem,1,False,84,23,107,True,True,10,1.7143,1.7843,2,1.0455,0.2083,0.5700934579439252
harm,1,False,1125,555,1680,True,True,5,1.1364,0.4568,9,1.2252,0.6985,0.3392857142857143
harmful,1,False,167,138,305,True,True,3,1.0915,0.3306,3,1.2321,0.4997,0.09508196721311475
harmony,1,False,129,45,174,True,True,9,1.1944,0.8656,2,1.1538,0.3608,0.4827586206896552
harness,1,False,65,35,100,True,True,2,1.0317,0.1753,2,1.0294,0.169,0.3
harold,1,False,113,31,144,True,True,3,1.378,0.5976,4,1.24,0.6499,0.5694444444444444
harper,1,False,71,35,106,True,True,5,1.5435,1.0776,4,1.3462,0.8745,0.33962264150943394
harris,1,False,373,168,541,True,True,14,1.9128,1.9968,8,1.7872,1.4357,0.3789279112754159
harrison,1,False,87,76,163,True,True,7,1.4746,0.9804,8,1.5833,1.5523,0.06748466257668712
harry,1,False,548,251,799,True,True,21,1.4771,2.1384,13,1.4509,1.2558,0.3717146433041302
harsh,1,False,621,170,791,True,True,6,1.0763,0.3597,2,1.0303,0.1714,0.5701643489254109
harshly,1,False,124,25,149,True,True,2,1.0164,0.127,1,1.0,0.0,0.6644295302013423
harvard,1,False,423,257,680,True,True,7,1.2086,0.6409,11,1.5963,1.5934,0.24411764705882352
harvest,1,False,157,68,225,True,True,8,1.4144,1.1026,3,1.283,0.5949,0.39555555555555555
harvey,1,False,509,185,694,True,True,19,1.9577,2.0044,8,1.8137,1.2889,0.4668587896253602
hashtag,1,False,207,169,376,True,True,18,1.3442,1.5348,7,1.374,0.991,0.10106382978723404
hasn,1,False,54,436,490,True,True,1,1.0,0.0,3,1.0873,0.3076,0.7795918367346939
hassan,1,False,412,54,466,True,True,13,1.2189,0.9163,3,1.2857,0.6281,0.7682403433476395
hastert,1,False,180,62,242,True,True,35,9.0,7.4498,18,5.6364,6.3141,0.48760330578512395
hastily,1,False,93,16,109,True,True,2,1.0109,0.1037,1,1.0,0.0,0.7064220183486238
hat,1,False,293,416,709,True,True,11,1.2795,1.0154,11,1.6508,1.5549,0.17348377997179126
hatch,1,False,483,179,662,True,True,10,1.7374,1.4241,13,1.9247,1.9905,0.459214501510574
hate,1,False,1034,2184,3218,True,True,19,1.4584,1.3075,13,1.522,1.1639,0.3573648228713487
hateful,1,False,80,392,472,True,True,3,1.1594,0.4037,4,1.1915,0.496,0.6610169491525424
hater,1,False,63,128,191,True,True,4,1.7027,1.0871,3,1.1429,0.3746,0.3403141361256545
hatred,1,False,278,462,740,True,True,6,1.2193,0.6787,10,1.2762,0.7587,0.24864864864864866
haul,1,False,155,51,206,True,True,4,1.0993,0.3823,2,1.02,0.14,0.5048543689320388
haunt,1,False,126,72,198,True,True,2,1.0413,0.199,3,1.0588,0.2912,0.2727272727272727
havana,1,False,510,33,543,True,True,10,2.4171,1.7569,4,1.5714,0.7911,0.8784530386740331
have,1,False,3638,2339,5977,True,True,6,1.1796,0.4786,7,1.2063,0.5438,0.21733311025598126
haven,1,False,377,428,805,True,True,3,1.0959,0.3228,5,1.1175,0.4446,0.06335403726708075
havoc,1,False,97,48,145,True,True,2,1.0104,0.1015,4,1.0909,0.468,0.33793103448275863
hawaii,1,False,587,102,689,True,True,16,2.0172,2.0145,8,1.2911,0.9698,0.7039187227866474
hawk,1,False,278,141,419,True,True,8,1.2636,0.8809,6,1.4242,1.006,0.3269689737470167
hawkin,1,False,77,24,101,True,True,4,1.2833,0.5505,9,2.6667,2.582,0.5247524752475248
hawkish,1,False,110,49,159,True,True,2,1.0092,0.0953,4,1.225,0.6119,0.3836477987421384
hay,1,False,45,65,110,True,True,4,1.1538,0.5329,7,1.4773,1.0764,0.18181818181818182
hayden,1,False,50,57,107,True,True,8,2.0833,2.3079,13,2.5909,2.7578,0.06542056074766354
hayes,1,False,48,55,103,True,True,17,1.8462,3.0846,4,1.3095,0.5971,0.06796116504854369
hbo,1,False,150,55,205,True,True,8,1.7045,1.4315,5,1.3095,0.8306,0.4634146341463415
head,1,False,7537,2637,10174,True,True,12,1.3078,0.74,8,1.3198,0.7381,0.48161981521525454
headache,1,False,110,51,161,True,True,6,1.0891,0.5468,2,1.186,0.3891,0.36645962732919257
headline,1,False,741,538,1279,True,True,12,1.1781,0.7021,9,1.2719,0.8418,0.15871774824081314
headquarter,1,False,143,67,210,True,True,2,1.0214,0.1448,4,1.1167,0.5505,0.3619047619047619
headquarters,1,False,786,258,1044,True,True,4,1.1326,0.3905,5,1.2709,0.6513,0.5057471264367817
heal,1,False,192,145,337,True,True,2,1.0323,0.1767,7,1.2946,0.8089,0.1394658753709199
healing,1,False,73,109,182,True,True,5,1.1774,0.6097,12,1.4533,1.5081,0.1978021978021978
health,1,False,7353,2835,10188,True,True,37,2.3812,2.8464,33,2.2518,2.6845,0.44346289752650175
healthcare,1,False,3319,819,4138,True,True,13,2.0953,2.0086,53,2.0526,3.0501,0.6041565973900435
healthy,1,False,520,425,945,True,True,10,1.2776,0.8999,8,1.4912,1.1038,0.10052910052910052
heap,1,False,92,56,148,True,True,2,1.011,0.1043,2,1.0566,0.2311,0.24324324324324326
hear,1,False,3704,2530,6234,True,True,18,1.3163,0.7959,17,1.3443,0.8578,0.18832210458774462
hearing,1,False,3363,561,3924,True,True,12,1.6624,1.3048,7,1.5847,1.1546,0.7140672782874617
heart,1,False,1553,1178,2731,True,True,29,1.2404,1.1607,30,1.4634,1.7938,0.13731233980227023
heartland,1,False,142,21,163,True,True,3,1.127,0.3981,2,1.05,0.2179,0.7423312883435583
heat,1,False,480,362,842,True,True,8,1.206,0.762,12,1.3358,1.2156,0.14014251781472684
heated,1,False,211,99,310,True,True,2,1.0144,0.1192,3,1.0879,0.3196,0.36129032258064514
heather,1,False,260,114,374,True,True,3,1.0317,0.1967,4,1.2527,0.5854,0.39037433155080214
heaven,1,False,101,167,268,True,True,5,1.1744,0.5944,6,1.4779,1.1681,0.2462686567164179
heavily,1,False,1041,425,1466,True,True,3,1.0536,0.2468,4,1.1518,0.4083,0.4201909959072306
heavy,1,False,1217,419,1636,True,True,10,1.1702,0.5988,7,1.2145,0.6235,0.4877750611246944
heavyweight,1,False,78,22,100,True,True,4,1.0833,0.433,2,1.0476,0.213,0.56
hebdo,1,False,90,40,130,True,True,11,2.6471,2.8063,7,1.2903,1.0834,0.38461538461538464
heck,1,False,73,89,162,True,True,10,1.7381,2.31,7,1.2361,0.9203,0.09876543209876543
hectare,1,False,113,6,119,True,True,5,1.4487,0.9425,2,1.2,0.4,0.8991596638655462
hedge,1,False,535,219,754,True,True,16,1.5828,1.6767,6,1.3193,0.7765,0.41909814323607425
heed,1,False,178,51,229,True,True,2,1.0171,0.1298,2,1.02,0.14,0.5545851528384279
heel,1,False,225,119,344,True,True,11,1.1029,0.7696,9,1.2268,1.1533,0.3081395348837209
hefty,1,False,102,38,140,True,True,7,1.0625,0.6092,1,1.0,0.0,0.45714285714285713
hegemony,1,False,25,82,107,True,True,1,1.0,0.0,6,1.2812,0.78,0.5327102803738317
heidi,1,False,168,61,229,True,True,16,1.377,1.5113,8,1.8485,1.4796,0.4672489082969432
height,1,False,363,190,553,True,True,7,1.206,0.6241,15,1.2925,1.6504,0.3128390596745027
heighten,1,False,319,64,383,True,True,4,1.0391,0.239,2,1.0667,0.2494,0.6657963446475196
heinous,1,False,42,71,113,True,True,1,1.0,0.0,6,1.1094,0.6402,0.25663716814159293
heir,1,False,188,29,217,True,True,4,1.0867,0.3542,4,1.2609,0.6736,0.7327188940092166
heitkamp,1,False,109,6,115,True,True,9,1.6769,1.2166,2,1.2,0.4,0.8956521739130435
helicopter,1,False,641,160,801,True,True,14,1.4838,1.335,8,1.4545,1.1881,0.6004993757802747
hell,1,False,392,750,1142,True,True,8,1.1496,0.5766,5,1.1433,0.4562,0.3134851138353765
heller,1,False,128,35,163,True,True,11,1.7778,1.5295,8,2.1875,2.2699,0.5705521472392638
hello,1,False,77,52,129,True,True,6,1.1667,0.6872,2,1.0196,0.1386,0.1937984496124031
helm,1,False,122,53,175,True,True,4,1.0609,0.4019,7,1.1778,0.9016,0.3942857142857143
helmet,1,False,120,170,290,True,True,11,1.4634,1.3722,8,1.5455,1.2623,0.1724137931034483
help,1,False,13171,5222,18393,True,True,18,1.4994,0.9704,16,1.5496,1.1767,0.4321752840754635
helpful,1,False,241,94,335,True,True,3,1.1157,0.3341,4,1.093,0.3926,0.4388059701492537
hemisphere,1,False,67,90,157,True,True,3,1.0635,0.302,16,2.093,2.8596,0.1464968152866242
hemp,1,False,14,100,114,True,True,4,2.3333,0.9428,51,7.6923,15.7255,0.7543859649122807
henderson,1,False,46,63,109,True,True,4,1.4375,0.8638,11,2.3333,2.2771,0.1559633027522936
henningsen,1,False,0,137,137,False,True,0,0.0,0.0,3,1.4891,0.6167,1.0
henry,1,False,228,193,421,True,True,6,1.2597,0.8101,12,1.4088,1.2355,0.0831353919239905
hensarling,1,False,229,9,238,True,True,10,2.1009,1.9767,4,2.25,1.299,0.9243697478991597
herald,1,False,248,118,366,True,True,6,1.2277,0.643,4,1.2421,0.5752,0.3551912568306011
herb,1,False,51,95,146,True,True,23,2.125,4.3714,27,2.375,4.3341,0.3013698630136986
heritage,1,False,543,214,757,True,True,13,1.2776,1.1032,5,1.297,0.7069,0.4346103038309115
hernandez,1,False,370,34,404,True,True,12,3.3945,2.8187,7,2.125,1.6536,0.8316831683168316
hero,1,False,425,422,847,True,True,9,1.2248,0.7525,8,1.3146,0.8035,0.0035419126328217238
heroin,1,False,164,85,249,True,True,12,1.4386,1.3639,7,1.5179,1.1951,0.3172690763052209
hesitant,1,False,82,26,108,True,True,2,1.0123,0.1104,1,1.0,0.0,0.5185185185185185
hesitate,1,False,119,81,200,True,True,2,1.0348,0.1832,2,1.08,0.2713,0.19
hey,1,False,154,244,398,True,True,3,1.1938,0.4503,3,1.1564,0.4453,0.22613065326633167
hezbollah,1,False,1238,82,1320,True,True,19,3.1662,3.0107,9,2.0,1.8213,0.8757575757575757
hhs,1,False,124,41,165,True,True,8,2.2963,1.3962,8,1.5185,1.3976,0.503030303030303
hi,1,False,30,102,132,True,True,2,1.1111,0.3143,6,1.3421,0.9808,0.5454545454545454
hick,1,False,118,37,155,True,True,3,1.0926,0.3479,6,1.48,1.2368,0.5225806451612903
hidden,1,False,46,61,107,True,True,2,1.122,0.3272,3,1.1509,0.4073,0.14018691588785046
hide,1,False,752,768,1520,True,True,8,1.1274,0.4839,5,1.2152,0.5664,0.010526315789473684
hiding,1,False,64,45,109,True,True,2,1.0159,0.125,2,1.0227,0.149,0.1743119266055046
high,1,False,9750,4211,13961,True,True,13,1.42,0.9179,40,1.6085,1.6867,0.39674808394814126
higher,1,False,128,49,177,True,True,2,1.0667,0.2494,6,1.3243,0.9879,0.4463276836158192
highest,1,False,99,38,137,True,True,2,1.0312,0.174,3,1.0556,0.3287,0.44525547445255476
highlight,1,False,1110,384,1494,True,True,5,1.0694,0.2895,4,1.1066,0.344,0.4859437751004016
highly,1,False,1157,748,1905,True,True,5,1.1051,0.3765,4,1.1402,0.4538,0.2146981627296588
highway,1,False,472,161,633,True,True,10,1.3964,0.9621,14,1.5189,1.7974,0.4913112164296998
hijab,1,False,68,56,124,True,True,10,1.7436,1.7055,5,1.4737,1.141,0.0967741935483871
hijack,1,False,93,80,173,True,True,2,1.0333,0.1795,3,1.0959,0.3378,0.07514450867052024
hijacker,1,False,100,20,120,True,True,9,1.7857,1.9153,1,1.0,0.0,0.6666666666666666
hike,1,False,483,91,574,True,True,6,1.3606,0.8011,12,1.5424,1.6705,0.6829268292682927
hilarious,1,False,18,255,273,True,True,2,1.0588,0.2353,4,1.1333,0.432,0.8681318681318682
hill,1,False,1197,695,1892,True,True,10,1.2574,0.7489,13,1.436,1.3507,0.2653276955602537
hillary,1,False,6400,12332,18732,True,True,45,1.4929,1.4429,44,2.9092,3.1364,0.3166773435831732
hinder,1,False,207,58,265,True,True,4,1.0615,0.3454,1,1.0,0.0,0.5622641509433962
hindu,1,False,271,33,304,True,True,17,2.5093,2.958,3,1.375,0.696,0.7828947368421053
hint,1,False,373,187,560,True,True,3,1.0448,0.22,4,1.0872,0.3711,0.33214285714285713
hip,1,False,91,84,175,True,True,6,1.0964,0.6327,7,1.3333,0.992,0.04
hire,1,False,1522,741,2263,True,True,10,1.3675,0.9085,9,1.4529,1.0255,0.3451171011931065
hiring,1,False,180,34,214,True,True,10,1.1538,0.8019,2,1.0625,0.2421,0.6822429906542056
hiroshima,1,False,83,47,130,True,True,14,3.4583,3.5116,7,1.7407,1.6237,0.27692307692307694
hispanic,1,False,803,474,1277,True,True,16,1.8631,1.8003,18,1.7687,1.7658,0.2576350822239624
historian,1,False,276,112,388,True,True,25,1.4526,1.8849,4,1.2444,0.6021,0.422680412371134
historic,1,False,871,382,1253,True,True,5,1.1067,0.3722,3,1.1369,0.4072,0.3902633679169992
historical,1,False,428,310,738,True,True,5,1.1444,0.4573,8,1.2109,0.6749,0.15989159891598917
historically,1,False,319,146,465,True,True,6,1.0705,0.3733,4,1.1061,0.3942,0.3720430107526882
history,1,False,3523,2862,6385,True,True,11,1.3072,0.8527,16,1.4396,1.0909,0.10352388410336727
hit,1,False,3439,1497,4936,True,True,17,1.2904,0.7703,8,1.2861,0.7551,0.3934359805510535
hitler,1,False,309,421,730,True,True,26,1.8284,2.6491,10,1.6908,1.559,0.15342465753424658
hiv,1,False,60,110,170,True,True,6,1.4286,0.9794,12,2.619,2.6543,0.29411764705882354
ho,1,False,166,62,228,True,True,9,1.3387,0.9323,6,1.6316,1.1337,0.45614035087719296
hoax,1,False,242,216,458,True,True,7,1.21,0.6371,6,1.4118,0.9395,0.056768558951965066
hobble,1,False,92,9,101,True,True,2,1.011,0.1043,1,1.0,0.0,0.8217821782178217
hobby,1,False,58,53,111,True,True,7,1.5676,1.2636,6,1.2619,0.8182,0.04504504504504504
hockey,1,False,128,20,148,True,True,19,2.2857,3.6436,8,1.6667,1.9293,0.7297297297297297
hodeidah,1,False,95,5,100,True,True,5,1.7593,1.0704,2,1.6667,0.4714,0.9
hogan,1,False,140,46,186,True,True,8,1.6279,1.439,7,2.0909,1.8318,0.5053763440860215
hold,1,False,12193,3681,15874,True,True,11,1.4214,0.845,16,1.3568,0.7894,0.5362227541892403
holder,1,False,553,278,831,True,True,31,1.8557,2.8063,8,1.5359,1.246,0.3309265944645006
holding,1,False,350,59,409,True,True,7,1.2774,0.8126,3,1.4048,0.6568,0.7114914425427873
hole,1,False,475,344,819,True,True,23,1.3848,1.5992,26,1.4576,2.1239,0.15995115995115994
holiday,1,False,773,325,1098,True,True,13,1.3538,1.1187,12,1.625,1.6354,0.4080145719489982
holland,1,False,71,30,101,True,True,7,1.449,1.2464,5,1.5,1.0247,0.40594059405940597
hollande,1,False,192,50,242,True,True,11,1.7944,1.5632,4,1.6129,0.83,0.5867768595041323
hollow,1,False,77,52,129,True,True,12,1.2833,1.4387,3,1.1556,0.4193,0.1937984496124031
hollywood,1,False,694,786,1480,True,True,15,1.6524,1.7763,15,1.9171,1.6698,0.062162162162162166
holocaust,1,False,201,154,355,True,True,13,1.608,1.4637,9,1.4951,1.2762,0.1323943661971831
holt,1,False,62,54,116,True,True,11,1.9375,1.9516,7,2.3478,2.0559,0.06896551724137931
holy,1,False,461,215,676,True,True,6,1.3639,0.857,6,1.4052,1.0506,0.363905325443787
hom,1,False,95,21,116,True,True,7,1.5833,1.2287,2,1.2353,0.4242,0.6379310344827587
home,1,False,8079,3058,11137,True,True,35,1.5477,1.3808,40,1.4968,1.4803,0.4508395438627997
homeland,1,False,1547,387,1934,True,True,11,1.4636,1.0028,6,1.3531,0.783,0.5997931747673216
homeless,1,False,238,180,418,True,True,8,1.4601,1.1994,15,1.978,2.2822,0.13875598086124402
homeowner,1,False,151,40,191,True,True,15,1.4804,1.753,2,1.2121,0.4088,0.581151832460733
hometown,1,False,198,67,265,True,True,3,1.1,0.335,3,1.1356,0.4301,0.49433962264150944
homicide,1,False,194,100,294,True,True,8,1.7963,1.4892,7,1.4925,1.042,0.3197278911564626
homosexual,1,False,87,117,204,True,True,5,1.45,1.0396,7,1.56,1.3088,0.14705882352941177
homosexuality,1,False,91,74,165,True,True,5,1.625,1.0448,4,1.1746,0.5207,0.10303030303030303
honda,1,False,93,7,100,True,True,15,3.0,3.3793,2,1.1667,0.3727,0.86
hondura,1,False,210,75,285,True,True,6,1.5441,1.1432,12,1.9737,2.5494,0.47368421052631576
honduran,1,False,150,25,175,True,True,6,1.9481,1.3182,8,2.5,2.4187,0.7142857142857143
honduras,1,False,84,31,115,True,True,4,1.377,0.6815,10,2.8182,3.4064,0.4608695652173913
honest,1,False,449,446,895,True,True,10,1.1632,0.6532,4,1.1525,0.4373,0.0033519553072625698
honestly,1,False,153,241,394,True,True,2,1.02,0.14,4,1.0856,0.3638,0.2233502538071066
honesty,1,False,98,80,178,True,True,5,1.1667,0.5528,2,1.0811,0.273,0.10112359550561797
honey,1,False,58,76,134,True,True,5,1.4146,0.91,15,1.8537,2.4251,0.13432835820895522
hong,1,False,905,79,984,True,True,23,3.6939,4.8521,27,2.0789,4.1636,0.8394308943089431
honor,1,False,1132,675,1807,True,True,9,1.2676,0.7997,11,1.3609,0.903,0.2529053680132817
honorable,1,False,72,44,116,True,True,5,1.2,0.6,1,1.0,0.0,0.2413793103448276
hood,1,False,87,88,175,True,True,3,1.16,0.4333,4,1.2754,0.6344,0.005714285714285714
hook,1,False,157,250,407,True,True,6,1.2764,0.8583,24,1.3661,1.9312,0.2285012285012285
hoover,1,False,57,43,100,True,True,2,1.1875,0.3903,3,1.2286,0.4832,0.14
hop,1,False,64,78,142,True,True,4,1.1034,0.4429,7,1.3,0.9363,0.09859154929577464
hope,1,False,6850,2329,9179,True,True,8,1.313,0.668,13,1.304,0.7609,0.4925373134328358
