year,month,day,date,state,country,continent,subcontinent,fake_count,real_count
2017,8.0,9.0,2017-08-09,Michigan,United States of America,Americas,Northern America,1.0,5.0
2017,8.0,9.0,2017-08-09,Minnesota,United States of America,Americas,Northern America,0.0,1.0
2017,8.0,9.0,2017-08-09,Moscow,Russian Federation,Europe,Eastern Europe,0.0,5.0
2017,8.0,9.0,2017-08-09,New Jersey,United States of America,Americas,Northern America,2.0,1.0
2017,8.0,9.0,2017-08-09,New York,United States of America,Americas,Northern America,0.0,3.0
2017,8.0,9.0,2017-08-09,North Carolina,United States of America,Americas,Northern America,0.0,3.0
2017,8.0,9.0,2017-08-09,Oklahoma,United States of America,Americas,Northern America,1.0,0.0
2017,8.0,9.0,2017-08-09,Russian Federation,Russian Federation,Europe,Eastern Europe,1.0,3.0
2017,8.0,9.0,2017-08-09,Syrian Arab Republic,Syrian Arab Republic,Asia,Western Asia,0.0,1.0
2017,8.0,9.0,2017-08-09,Texas,United States of America,Americas,Northern America,11.0,16.0
2017,8.0,9.0,2017-08-09,United States of America,United States of America,Americas,Northern America,1.0,3.0
2017,8.0,9.0,2017-08-09,Virginia,United States of America,Americas,Northern America,1.0,2.0
2017,8.0,10.0,2017-08-10,Afghanistan,Afghanistan,Asia,Southern Asia,2.0,0.0
2017,8.0,10.0,2017-08-10,Australia,Australia,Oceania,Australia and New Zealand,0.0,1.0
2017,8.0,10.0,2017-08-10,Berlin,Germany,Europe,Western Europe,1.0,0.0
2017,8.0,10.0,2017-08-10,California,United States of America,Americas,Northern America,3.0,14.0
2017,8.0,10.0,2017-08-10,Capital District,Venezuela (Bolivarian Republic of),Americas,South America,0.0,1.0
2017,8.0,10.0,2017-08-10,China,China,Asia,Eastern Asia,2.0,1.0
2017,8.0,10.0,2017-08-10,Cuba,Cuba,Americas,Caribbean,2.0,1.0
2017,8.0,10.0,2017-08-10,District of Columbia,United States of America,Americas,Northern America,14.0,4.0
2017,8.0,10.0,2017-08-10,Egypt,Egypt,Africa,Northern Africa,1.0,0.0
2017,8.0,10.0,2017-08-10,Florida,United States of America,Americas,Northern America,0.0,2.0
2017,8.0,10.0,2017-08-10,Gaza Strip,"Palestine, State of",Asia,Western Asia,1.0,0.0
2017,8.0,10.0,2017-08-10,Geneva,Switzerland,Europe,Western Europe,1.0,0.0
2017,8.0,10.0,2017-08-10,Germany,Germany,Europe,Western Europe,1.0,0.0
2017,8.0,10.0,2017-08-10,Guam,Guam,Oceania,Micronesia,1.0,0.0
2017,8.0,10.0,2017-08-10,Havana,Cuba,Americas,Caribbean,1.0,0.0
2017,8.0,10.0,2017-08-10,Illinois,United States of America,Americas,Northern America,5.0,0.0
2017,8.0,10.0,2017-08-10,Iowa,United States of America,Americas,Northern America,1.0,0.0
2017,8.0,10.0,2017-08-10,Iran (Islamic Republic of),Iran (Islamic Republic of),Asia,Southern Asia,2.0,0.0
2017,8.0,10.0,2017-08-10,Iraq,Iraq,Asia,Western Asia,1.0,0.0
2017,8.0,10.0,2017-08-10,Israel,Israel,Asia,Western Asia,3.0,1.0
2017,8.0,10.0,2017-08-10,Japan,Japan,Asia,Eastern Asia,3.0,0.0
2017,8.0,10.0,2017-08-10,Jerusalem,Israel,Asia,Western Asia,1.0,0.0
2017,8.0,10.0,2017-08-10,Jordan,Jordan,Asia,Western Asia,1.0,1.0
2017,8.0,10.0,2017-08-10,Korea (Democratic People's Republic of),Korea (Democratic People's Republic of),Asia,Eastern Asia,26.0,0.0
2017,8.0,10.0,2017-08-10,Korea (Republic of),Korea (Republic of),Asia,Eastern Asia,11.0,0.0
2017,8.0,10.0,2017-08-10,Libya,Libya,Africa,Northern Africa,1.0,0.0
2017,8.0,10.0,2017-08-10,London,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,1.0,0.0
2017,8.0,10.0,2017-08-10,Louisiana,United States of America,Americas,Northern America,1.0,3.0
2017,8.0,10.0,2017-08-10,Massachusetts,United States of America,Americas,Northern America,1.0,0.0
2017,8.0,10.0,2017-08-10,Minnesota,United States of America,Americas,Northern America,0.0,4.0
2017,8.0,10.0,2017-08-10,Moscow,Russian Federation,Europe,Eastern Europe,2.0,0.0
2017,8.0,10.0,2017-08-10,New Jersey,United States of America,Americas,Northern America,1.0,2.0
2017,8.0,10.0,2017-08-10,New York,United States of America,Americas,Northern America,1.0,4.0
2017,8.0,10.0,2017-08-10,Ohio,United States of America,Americas,Northern America,0.0,2.0
2017,8.0,10.0,2017-08-10,Paris,France,Europe,Western Europe,0.0,1.0
2017,8.0,10.0,2017-08-10,Pyongyang,Korea (Democratic People's Republic of),Asia,Eastern Asia,7.0,0.0
2017,8.0,10.0,2017-08-10,Qatar,Qatar,Asia,Western Asia,1.0,0.0
2017,8.0,10.0,2017-08-10,Russian Federation,Russian Federation,Europe,Eastern Europe,9.0,0.0
2017,8.0,10.0,2017-08-10,Saudi Arabia,Saudi Arabia,Asia,Western Asia,2.0,0.0
2017,8.0,10.0,2017-08-10,Seoul,Korea (Republic of),Asia,Eastern Asia,7.0,0.0
2017,8.0,10.0,2017-08-10,Somalia,Somalia,Africa,Eastern Africa,1.0,1.0
2017,8.0,10.0,2017-08-10,Sudan,Sudan,Africa,Northern Africa,1.0,0.0
2017,8.0,10.0,2017-08-10,Syrian Arab Republic,Syrian Arab Republic,Asia,Western Asia,1.0,0.0
2017,8.0,10.0,2017-08-10,Tennessee,United States of America,Americas,Northern America,0.0,1.0
2017,8.0,10.0,2017-08-10,Texas,United States of America,Americas,Northern America,1.0,9.0
2017,8.0,10.0,2017-08-10,United States of America,United States of America,Americas,Northern America,0.0,3.0
2017,8.0,10.0,2017-08-10,Venezuela (Bolivarian Republic of),Venezuela (Bolivarian Republic of),Americas,South America,4.0,5.0
2017,8.0,10.0,2017-08-10,Virginia,United States of America,Americas,Northern America,1.0,1.0
2017,8.0,10.0,2017-08-10,Washington,United States of America,Americas,Northern America,1.0,1.0
2017,8.0,10.0,2017-08-10,Yemen,Yemen,Asia,Western Asia,1.0,0.0
2017,8.0,11.0,2017-08-11,Alabama,United States of America,Americas,Northern America,1.0,0.0
2017,8.0,11.0,2017-08-11,Beijing,China,Asia,Eastern Asia,5.0,0.0
2017,8.0,11.0,2017-08-11,Berlin,Germany,Europe,Western Europe,1.0,0.0
2017,8.0,11.0,2017-08-11,China,China,Asia,Eastern Asia,21.0,3.0
2017,8.0,11.0,2017-08-11,District of Columbia,United States of America,Americas,Northern America,25.0,1.0
2017,8.0,11.0,2017-08-11,El Salvador,El Salvador,Americas,Central America,1.0,0.0
2017,8.0,11.0,2017-08-11,Florida,United States of America,Americas,Northern America,1.0,0.0
2017,8.0,11.0,2017-08-11,Guam,Guam,Oceania,Micronesia,2.0,0.0
2017,8.0,11.0,2017-08-11,Guatemala,Guatemala,Americas,Central America,1.0,0.0
2017,8.0,11.0,2017-08-11,Illinois,United States of America,Americas,Northern America,9.0,1.0
2017,8.0,11.0,2017-08-11,Iowa,United States of America,Americas,Northern America,1.0,0.0
2017,8.0,11.0,2017-08-11,Iraq,Iraq,Asia,Western Asia,1.0,0.0
2017,8.0,11.0,2017-08-11,Japan,Japan,Asia,Eastern Asia,2.0,0.0
2017,8.0,11.0,2017-08-11,Korea (Democratic People's Republic of),Korea (Democratic People's Republic of),Asia,Eastern Asia,48.0,2.0
2017,8.0,11.0,2017-08-11,Korea (Republic of),Korea (Republic of),Asia,Eastern Asia,5.0,1.0
2017,8.0,11.0,2017-08-11,London,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,1.0,0.0
2017,8.0,11.0,2017-08-11,Maryland,United States of America,Americas,Northern America,1.0,0.0
2017,8.0,11.0,2017-08-11,Massachusetts,United States of America,Americas,Northern America,1.0,1.0
2017,8.0,11.0,2017-08-11,Missouri,United States of America,Americas,Northern America,1.0,0.0
2017,8.0,11.0,2017-08-11,Moscow,Russian Federation,Europe,Eastern Europe,6.0,0.0
2017,8.0,11.0,2017-08-11,Nevada,United States of America,Americas,Northern America,0.0,1.0
2017,8.0,11.0,2017-08-11,New Jersey,United States of America,Americas,Northern America,4.0,0.0
2017,8.0,11.0,2017-08-11,New York,United States of America,Americas,Northern America,4.0,1.0
2017,8.0,11.0,2017-08-11,Nicaragua,Nicaragua,Americas,Central America,0.0,3.0
2017,8.0,11.0,2017-08-11,Pyongyang,Korea (Democratic People's Republic of),Asia,Eastern Asia,15.0,1.0
2017,8.0,11.0,2017-08-11,Russian Federation,Russian Federation,Europe,Eastern Europe,4.0,6.0
2017,8.0,11.0,2017-08-11,Seoul,Korea (Republic of),Asia,Eastern Asia,1.0,0.0
2017,8.0,11.0,2017-08-11,Syrian Arab Republic,Syrian Arab Republic,Asia,Western Asia,1.0,0.0
2017,8.0,11.0,2017-08-11,"Tanzania, United Republic of","Tanzania, United Republic of",Africa,Eastern Africa,1.0,0.0
2017,8.0,11.0,2017-08-11,Texas,United States of America,Americas,Northern America,1.0,2.0
2017,8.0,11.0,2017-08-11,United States of America,United States of America,Americas,Northern America,2.0,6.0
2017,8.0,11.0,2017-08-11,Venezuela (Bolivarian Republic of),Venezuela (Bolivarian Republic of),Americas,South America,0.0,2.0
2017,8.0,11.0,2017-08-11,Vermont,United States of America,Americas,Northern America,0.0,1.0
2017,8.0,11.0,2017-08-11,Virginia,United States of America,Americas,Northern America,2.0,0.0
2017,8.0,11.0,2017-08-11,Wisconsin,United States of America,Americas,Northern America,1.0,0.0
2017,8.0,12.0,2017-08-12,Alabama,United States of America,Americas,Northern America,0.0,1.0
2017,8.0,12.0,2017-08-12,Arizona,United States of America,Americas,Northern America,0.0,2.0
2017,8.0,12.0,2017-08-12,California,United States of America,Americas,Northern America,0.0,2.0
2017,8.0,12.0,2017-08-12,Canada,Canada,Americas,Northern America,11.0,0.0
2017,8.0,12.0,2017-08-12,China,China,Asia,Eastern Asia,2.0,0.0
2017,8.0,12.0,2017-08-12,District of Columbia,United States of America,Americas,Northern America,8.0,2.0
2017,8.0,12.0,2017-08-12,Illinois,United States of America,Americas,Northern America,0.0,1.0
2017,8.0,12.0,2017-08-12,Japan,Japan,Asia,Eastern Asia,1.0,0.0
2017,8.0,12.0,2017-08-12,Kentucky,United States of America,Americas,Northern America,0.0,1.0
2017,8.0,12.0,2017-08-12,London,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,1.0,0.0
2017,8.0,12.0,2017-08-12,Maryland,United States of America,Americas,Northern America,0.0,1.0
2017,8.0,12.0,2017-08-12,Massachusetts,United States of America,Americas,Northern America,0.0,1.0
2017,8.0,12.0,2017-08-12,Mexico,Mexico,Americas,Central America,4.0,0.0
2017,8.0,12.0,2017-08-12,Michigan,United States of America,Americas,Northern America,0.0,3.0
2017,8.0,12.0,2017-08-12,Nevada,United States of America,Americas,Northern America,0.0,1.0
2017,8.0,12.0,2017-08-12,New York,United States of America,Americas,Northern America,1.0,3.0
2017,8.0,12.0,2017-08-12,Ontario,Canada,Americas,Northern America,1.0,0.0
2017,8.0,12.0,2017-08-12,Paris,France,Europe,Western Europe,3.0,0.0
2017,8.0,12.0,2017-08-12,Texas,United States of America,Americas,Northern America,0.0,1.0
2017,8.0,12.0,2017-08-12,United States of America,United States of America,Americas,Northern America,1.0,4.0
2017,8.0,12.0,2017-08-12,Vermont,United States of America,Americas,Northern America,0.0,1.0
2017,8.0,13.0,2017-08-13,Afghanistan,Afghanistan,Asia,Southern Asia,0.0,5.0
2017,8.0,13.0,2017-08-13,Alabama,United States of America,Americas,Northern America,1.0,0.0
2017,8.0,13.0,2017-08-13,Beijing,China,Asia,Eastern Asia,6.0,0.0
2017,8.0,13.0,2017-08-13,California,United States of America,Americas,Northern America,0.0,3.0
2017,8.0,13.0,2017-08-13,China,China,Asia,Eastern Asia,24.0,1.0
2017,8.0,13.0,2017-08-13,Colorado,United States of America,Americas,Northern America,0.0,2.0
2017,8.0,13.0,2017-08-13,District of Columbia,United States of America,Americas,Northern America,7.0,9.0
2017,8.0,13.0,2017-08-13,Finland,Finland,Europe,Northern Europe,0.0,1.0
2017,8.0,13.0,2017-08-13,France,France,Europe,Western Europe,0.0,3.0
2017,8.0,13.0,2017-08-13,Germany,Germany,Europe,Western Europe,0.0,1.0
2017,8.0,13.0,2017-08-13,Greece,Greece,Europe,Southern Europe,0.0,1.0
2017,8.0,13.0,2017-08-13,Illinois,United States of America,Americas,Northern America,0.0,5.0
2017,8.0,13.0,2017-08-13,India,India,Asia,Southern Asia,0.0,1.0
2017,8.0,13.0,2017-08-13,Iran (Islamic Republic of),Iran (Islamic Republic of),Asia,Southern Asia,0.0,3.0
2017,8.0,13.0,2017-08-13,Israel,Israel,Asia,Western Asia,0.0,1.0
2017,8.0,13.0,2017-08-13,Italy,Italy,Europe,Southern Europe,0.0,1.0
2017,8.0,13.0,2017-08-13,Japan,Japan,Asia,Eastern Asia,0.0,1.0
2017,8.0,13.0,2017-08-13,Korea (Democratic People's Republic of),Korea (Democratic People's Republic of),Asia,Eastern Asia,4.0,13.0
2017,8.0,13.0,2017-08-13,Korea (Republic of),Korea (Republic of),Asia,Eastern Asia,0.0,1.0
2017,8.0,13.0,2017-08-13,London,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,0.0,1.0
2017,8.0,13.0,2017-08-13,Louisiana,United States of America,Americas,Northern America,0.0,1.0
2017,8.0,13.0,2017-08-13,Maryland,United States of America,Americas,Northern America,0.0,1.0
2017,8.0,13.0,2017-08-13,Mexico,Mexico,Americas,Central America,0.0,2.0
2017,8.0,13.0,2017-08-13,New Jersey,United States of America,Americas,Northern America,1.0,0.0
2017,8.0,13.0,2017-08-13,New York,United States of America,Americas,Northern America,1.0,3.0
2017,8.0,13.0,2017-08-13,Ohio,United States of America,Americas,Northern America,0.0,1.0
2017,8.0,13.0,2017-08-13,Oregon,United States of America,Americas,Northern America,0.0,3.0
2017,8.0,13.0,2017-08-13,Paris,France,Europe,Western Europe,0.0,1.0
2017,8.0,13.0,2017-08-13,Pyongyang,Korea (Democratic People's Republic of),Asia,Eastern Asia,0.0,3.0
2017,8.0,13.0,2017-08-13,Russian Federation,Russian Federation,Europe,Eastern Europe,0.0,15.0
2017,8.0,13.0,2017-08-13,Saudi Arabia,Saudi Arabia,Asia,Western Asia,0.0,2.0
2017,8.0,13.0,2017-08-13,Shanghai,China,Asia,Eastern Asia,1.0,0.0
2017,8.0,13.0,2017-08-13,Texas,United States of America,Americas,Northern America,0.0,2.0
2017,8.0,13.0,2017-08-13,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,0.0,2.0
2017,8.0,13.0,2017-08-13,United States of America,United States of America,Americas,Northern America,0.0,4.0
2017,8.0,13.0,2017-08-13,Venezuela (Bolivarian Republic of),Venezuela (Bolivarian Republic of),Americas,South America,0.0,1.0
2017,8.0,13.0,2017-08-13,Vermont,United States of America,Americas,Northern America,0.0,1.0
2017,8.0,13.0,2017-08-13,Viet Nam,Viet Nam,Asia,South-Eastern Asia,0.0,1.0
2017,8.0,13.0,2017-08-13,Washington,United States of America,Americas,Northern America,0.0,1.0
2017,8.0,14.0,2017-08-14,Arizona,United States of America,Americas,Northern America,0.0,1.0
2017,8.0,14.0,2017-08-14,Berlin,Germany,Europe,Western Europe,1.0,0.0
2017,8.0,14.0,2017-08-14,California,United States of America,Americas,Northern America,11.0,2.0
2017,8.0,14.0,2017-08-14,District of Columbia,United States of America,Americas,Northern America,4.0,4.0
2017,8.0,14.0,2017-08-14,Florida,United States of America,Americas,Northern America,0.0,5.0
2017,8.0,14.0,2017-08-14,Germany,Germany,Europe,Western Europe,0.0,1.0
2017,8.0,14.0,2017-08-14,Illinois,United States of America,Americas,Northern America,1.0,0.0
2017,8.0,14.0,2017-08-14,Korea (Democratic People's Republic of),Korea (Democratic People's Republic of),Asia,Eastern Asia,0.0,3.0
2017,8.0,14.0,2017-08-14,Kuwait,Kuwait,Asia,Western Asia,0.0,2.0
2017,8.0,14.0,2017-08-14,North Carolina,United States of America,Americas,Northern America,1.0,0.0
2017,8.0,14.0,2017-08-14,Ohio,United States of America,Americas,Northern America,0.0,4.0
2017,8.0,14.0,2017-08-14,Paris,France,Europe,Western Europe,1.0,0.0
2017,8.0,14.0,2017-08-14,Russian Federation,Russian Federation,Europe,Eastern Europe,0.0,2.0
2017,8.0,14.0,2017-08-14,Texas,United States of America,Americas,Northern America,15.0,2.0
2017,8.0,14.0,2017-08-14,United States of America,United States of America,Americas,Northern America,1.0,5.0
2017,8.0,14.0,2017-08-14,Viet Nam,Viet Nam,Asia,South-Eastern Asia,0.0,7.0
2017,8.0,14.0,2017-08-14,Virginia,United States of America,Americas,Northern America,8.0,1.0
2017,8.0,15.0,2017-08-15,Afghanistan,Afghanistan,Asia,Southern Asia,2.0,0.0
2017,8.0,15.0,2017-08-15,Alabama,United States of America,Americas,Northern America,3.0,0.0
2017,8.0,15.0,2017-08-15,Alaska,United States of America,Americas,Northern America,0.0,2.0
2017,8.0,15.0,2017-08-15,Arizona,United States of America,Americas,Northern America,0.0,5.0
2017,8.0,15.0,2017-08-15,Arkhangelsk Oblast,Russian Federation,Europe,Eastern Europe,0.0,1.0
2017,8.0,15.0,2017-08-15,California,United States of America,Americas,Northern America,1.0,1.0
2017,8.0,15.0,2017-08-15,Canada,Canada,Americas,Northern America,8.0,1.0
2017,8.0,15.0,2017-08-15,China,China,Asia,Eastern Asia,3.0,0.0
2017,8.0,15.0,2017-08-15,District of Columbia,United States of America,Americas,Northern America,17.0,2.0
2017,8.0,15.0,2017-08-15,El Salvador,El Salvador,Americas,Central America,0.0,1.0
2017,8.0,15.0,2017-08-15,Georgia,United States of America,Americas,Northern America,0.0,1.0
2017,8.0,15.0,2017-08-15,Guatemala,Guatemala,Americas,Central America,0.0,1.0
2017,8.0,15.0,2017-08-15,Honduras,Honduras,Americas,Central America,0.0,1.0
2017,8.0,15.0,2017-08-15,Iran (Islamic Republic of),Iran (Islamic Republic of),Asia,Southern Asia,3.0,0.0
2017,8.0,15.0,2017-08-15,Ireland,Ireland,Europe,Northern Europe,0.0,1.0
2017,8.0,15.0,2017-08-15,Israel,Israel,Asia,Western Asia,2.0,0.0
2017,8.0,15.0,2017-08-15,Korea (Democratic People's Republic of),Korea (Democratic People's Republic of),Asia,Eastern Asia,1.0,0.0
2017,8.0,15.0,2017-08-15,Massachusetts,United States of America,Americas,Northern America,0.0,2.0
2017,8.0,15.0,2017-08-15,Mexico,Mexico,Americas,Central America,9.0,0.0
2017,8.0,15.0,2017-08-15,Missouri,United States of America,Americas,Northern America,0.0,1.0
2017,8.0,15.0,2017-08-15,Moscow,Russian Federation,Europe,Eastern Europe,0.0,2.0
2017,8.0,15.0,2017-08-15,Nebraska,United States of America,Americas,Northern America,0.0,1.0
2017,8.0,15.0,2017-08-15,New Hampshire,United States of America,Americas,Northern America,0.0,15.0
2017,8.0,15.0,2017-08-15,New York,United States of America,Americas,Northern America,8.0,3.0
2017,8.0,15.0,2017-08-15,Norway,Norway,Europe,Northern Europe,0.0,1.0
2017,8.0,15.0,2017-08-15,Ontario,Canada,Americas,Northern America,1.0,0.0
2017,8.0,15.0,2017-08-15,Paris,France,Europe,Western Europe,0.0,2.0
2017,8.0,15.0,2017-08-15,Russian Federation,Russian Federation,Europe,Eastern Europe,1.0,3.0
2017,8.0,15.0,2017-08-15,South Africa,South Africa,Africa,Southern Africa,0.0,1.0
2017,8.0,15.0,2017-08-15,Sweden,Sweden,Europe,Northern Europe,0.0,1.0
2017,8.0,15.0,2017-08-15,Texas,United States of America,Americas,Northern America,0.0,1.0
2017,8.0,15.0,2017-08-15,Ukraine,Ukraine,Europe,Eastern Europe,0.0,1.0
2017,8.0,15.0,2017-08-15,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,0.0,2.0
2017,8.0,15.0,2017-08-15,United States of America,United States of America,Americas,Northern America,1.0,7.0
2017,8.0,15.0,2017-08-15,Utah,United States of America,Americas,Northern America,2.0,1.0
2017,8.0,15.0,2017-08-15,Vermont,United States of America,Americas,Northern America,0.0,1.0
2017,8.0,15.0,2017-08-15,Viet Nam,Viet Nam,Asia,South-Eastern Asia,0.0,1.0
2017,8.0,15.0,2017-08-15,Virginia,United States of America,Americas,Northern America,5.0,0.0
2017,8.0,16.0,2017-08-16,Alabama,United States of America,Americas,Northern America,0.0,3.0
2017,8.0,16.0,2017-08-16,Argentina,Argentina,Americas,South America,0.0,1.0
2017,8.0,16.0,2017-08-16,Arkansas,United States of America,Americas,Northern America,4.0,0.0
2017,8.0,16.0,2017-08-16,Beijing,China,Asia,Eastern Asia,3.0,0.0
2017,8.0,16.0,2017-08-16,Berlin,Germany,Europe,Western Europe,1.0,0.0
2017,8.0,16.0,2017-08-16,California,United States of America,Americas,Northern America,10.0,0.0
2017,8.0,16.0,2017-08-16,Canada,Canada,Americas,Northern America,5.0,0.0
2017,8.0,16.0,2017-08-16,China,China,Asia,Eastern Asia,11.0,0.0
2017,8.0,16.0,2017-08-16,District of Columbia,United States of America,Americas,Northern America,23.0,4.0
2017,8.0,16.0,2017-08-16,El Salvador,El Salvador,Americas,Central America,3.0,0.0
2017,8.0,16.0,2017-08-16,Florida,United States of America,Americas,Northern America,1.0,9.0
2017,8.0,16.0,2017-08-16,France,France,Europe,Western Europe,1.0,0.0
2017,8.0,16.0,2017-08-16,Guatemala,Guatemala,Americas,Central America,2.0,0.0
2017,8.0,16.0,2017-08-16,Honduras,Honduras,Americas,Central America,1.0,0.0
2017,8.0,16.0,2017-08-16,Illinois,United States of America,Americas,Northern America,8.0,1.0
2017,8.0,16.0,2017-08-16,Korea (Democratic People's Republic of),Korea (Democratic People's Republic of),Asia,Eastern Asia,5.0,5.0
2017,8.0,16.0,2017-08-16,London,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,1.0,0.0
2017,8.0,16.0,2017-08-16,Massachusetts,United States of America,Americas,Northern America,1.0,0.0
2017,8.0,16.0,2017-08-16,Mexico,Mexico,Americas,Central America,6.0,0.0
2017,8.0,16.0,2017-08-16,Michigan,United States of America,Americas,Northern America,0.0,1.0
2017,8.0,16.0,2017-08-16,Moscow,Russian Federation,Europe,Eastern Europe,1.0,0.0
2017,8.0,16.0,2017-08-16,New York,United States of America,Americas,Northern America,7.0,3.0
2017,8.0,16.0,2017-08-16,North Carolina,United States of America,Americas,Northern America,1.0,0.0
2017,8.0,16.0,2017-08-16,Ohio,United States of America,Americas,Northern America,3.0,0.0
2017,8.0,16.0,2017-08-16,Pennsylvania,United States of America,Americas,Northern America,0.0,1.0
2017,8.0,16.0,2017-08-16,Peru,Peru,Americas,South America,0.0,1.0
2017,8.0,16.0,2017-08-16,Pyongyang,Korea (Democratic People's Republic of),Asia,Eastern Asia,1.0,0.0
2017,8.0,16.0,2017-08-16,Russian Federation,Russian Federation,Europe,Eastern Europe,1.0,7.0
2017,8.0,16.0,2017-08-16,San Juan,Puerto Rico,Americas,Caribbean,0.0,1.0
2017,8.0,16.0,2017-08-16,Seoul,Korea (Republic of),Asia,Eastern Asia,1.0,0.0
2017,8.0,16.0,2017-08-16,South Carolina,United States of America,Americas,Northern America,2.0,0.0
2017,8.0,16.0,2017-08-16,Sudan,Sudan,Africa,Northern Africa,0.0,1.0
2017,8.0,16.0,2017-08-16,"Taiwan, Province of China","Taiwan, Province of China",Asia,Eastern Asia,1.0,0.0
2017,8.0,16.0,2017-08-16,Tennessee,United States of America,Americas,Northern America,1.0,0.0
2017,8.0,16.0,2017-08-16,Texas,United States of America,Americas,Northern America,0.0,1.0
2017,8.0,16.0,2017-08-16,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,1.0,0.0
2017,8.0,16.0,2017-08-16,United States of America,United States of America,Americas,Northern America,3.0,4.0
2017,8.0,16.0,2017-08-16,Virginia,United States of America,Americas,Northern America,19.0,0.0
2017,8.0,16.0,2017-08-16,Wisconsin,United States of America,Americas,Northern America,2.0,0.0
2017,8.0,17.0,2017-08-17,Afghanistan,Afghanistan,Asia,Southern Asia,15.0,0.0
2017,8.0,17.0,2017-08-17,Argentina,Argentina,Americas,South America,2.0,0.0
2017,8.0,17.0,2017-08-17,Arizona,United States of America,Americas,Northern America,1.0,0.0
2017,8.0,17.0,2017-08-17,Arkansas,United States of America,Americas,Northern America,1.0,0.0
2017,8.0,17.0,2017-08-17,Australia,Australia,Oceania,Australia and New Zealand,0.0,2.0
2017,8.0,17.0,2017-08-17,Barcelona,Spain,Europe,Southern Europe,1.0,0.0
2017,8.0,17.0,2017-08-17,Beijing,China,Asia,Eastern Asia,2.0,0.0
2017,8.0,17.0,2017-08-17,California,United States of America,Americas,Northern America,1.0,0.0
2017,8.0,17.0,2017-08-17,Canada,Canada,Americas,Northern America,1.0,0.0
2017,8.0,17.0,2017-08-17,China,China,Asia,Eastern Asia,11.0,0.0
2017,8.0,17.0,2017-08-17,Colorado,United States of America,Americas,Northern America,0.0,2.0
2017,8.0,17.0,2017-08-17,Connecticut,United States of America,Americas,Northern America,0.0,1.0
2017,8.0,17.0,2017-08-17,District of Columbia,United States of America,Americas,Northern America,22.0,1.0
2017,8.0,17.0,2017-08-17,Florida,United States of America,Americas,Northern America,0.0,6.0
2017,8.0,17.0,2017-08-17,France,France,Europe,Western Europe,0.0,1.0
2017,8.0,17.0,2017-08-17,Germany,Germany,Europe,Western Europe,2.0,0.0
2017,8.0,17.0,2017-08-17,Illinois,United States of America,Americas,Northern America,1.0,1.0
2017,8.0,17.0,2017-08-17,Iran (Islamic Republic of),Iran (Islamic Republic of),Asia,Southern Asia,0.0,3.0
2017,8.0,17.0,2017-08-17,Italy,Italy,Europe,Southern Europe,0.0,2.0
2017,8.0,17.0,2017-08-17,Kentucky,United States of America,Americas,Northern America,1.0,0.0
2017,8.0,17.0,2017-08-17,Korea (Democratic People's Republic of),Korea (Democratic People's Republic of),Asia,Eastern Asia,5.0,2.0
2017,8.0,17.0,2017-08-17,Libya,Libya,Africa,Northern Africa,0.0,1.0
2017,8.0,17.0,2017-08-17,London,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,1.0,0.0
2017,8.0,17.0,2017-08-17,Maryland,United States of America,Americas,Northern America,1.0,0.0
2017,8.0,17.0,2017-08-17,Massachusetts,United States of America,Americas,Northern America,0.0,1.0
2017,8.0,17.0,2017-08-17,Mexico,Mexico,Americas,Central America,2.0,0.0
2017,8.0,17.0,2017-08-17,Michigan,United States of America,Americas,Northern America,0.0,1.0
2017,8.0,17.0,2017-08-17,Missouri,United States of America,Americas,Northern America,4.0,0.0
2017,8.0,17.0,2017-08-17,Moscow,Russian Federation,Europe,Eastern Europe,2.0,0.0
2017,8.0,17.0,2017-08-17,New York,United States of America,Americas,Northern America,5.0,1.0
2017,8.0,17.0,2017-08-17,Ohio,United States of America,Americas,Northern America,2.0,0.0
2017,8.0,17.0,2017-08-17,Pakistan,Pakistan,Asia,Southern Asia,3.0,0.0
2017,8.0,17.0,2017-08-17,Paris,France,Europe,Western Europe,3.0,0.0
2017,8.0,17.0,2017-08-17,Russian Federation,Russian Federation,Europe,Eastern Europe,5.0,0.0
2017,8.0,17.0,2017-08-17,South Carolina,United States of America,Americas,Northern America,1.0,0.0
2017,8.0,17.0,2017-08-17,Spain,Spain,Europe,Southern Europe,1.0,0.0
2017,8.0,17.0,2017-08-17,Syrian Arab Republic,Syrian Arab Republic,Asia,Western Asia,1.0,0.0
2017,8.0,17.0,2017-08-17,"Taiwan, Province of China","Taiwan, Province of China",Asia,Eastern Asia,1.0,0.0
2017,8.0,17.0,2017-08-17,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,1.0,0.0
